2016-04-06 12:10:51 INFO  Game:66 - LOG_CURRENT_SESSION_TAG_20160406121051415
2016-04-06 12:12:46 INFO  GameInfoPanel:158 - Sun :427, HP :9, WAVE: 2, Critter: Zomby x4, Health: 10.
2016-04-06 12:12:46 INFO  MapPanel:176 - Next Wave : 2 Started.
2016-04-06 12:12:52 INFO  JMenuBarComponent:367 - Breadcrumbs Menu Selected: VIEW > LOG VIEWER .
2016-04-06 12:13:02 INFO  GameInfoPanel:95 - Wave is started 2.
2016-04-06 12:13:06 INFO  Tower:408 - Tower_Shooter_towerID_0 shoots critter id:0 damage:1
2016-04-06 12:13:07 INFO  Tower:408 - Tower_Shooter_towerID_0 shoots critter id:0 damage:1
2016-04-06 12:13:08 INFO  Tower:408 - Tower_Shooter_towerID_0 shoots critter id:0 damage:1
2016-04-06 12:13:09 INFO  Tower:408 - Tower_Shooter_towerID_0 shoots critter id:0 damage:1
2016-04-06 12:13:10 INFO  Tower:408 - Tower_Burner_towerID_1 shoots critter id:0 damage:1
2016-04-06 12:13:10 INFO  Tower:408 - Tower_Shooter_towerID_0 shoots critter id:1 damage:1
2016-04-06 12:13:11 INFO  Tower:408 - Tower_Burner_towerID_1 shoots critter id:0 damage:1
2016-04-06 12:13:11 INFO  Tower:408 - Tower_Shooter_towerID_0 shoots critter id:2 damage:1
2016-04-06 12:13:12 INFO  Tower:408 - Tower_Burner_towerID_1 shoots critter id:0 damage:1
2016-04-06 12:13:13 INFO  Tower:408 - Tower_Burner_towerID_1 shoots critter id:1 damage:1
2016-04-06 12:13:13 INFO  GameInfoPanel:158 - Sun :434, HP :9, WAVE: 2, Critter: Zomby x4, Health: 10.
2016-04-06 12:13:14 INFO  Tower:408 - Tower_Burner_towerID_1 shoots critter id:2 damage:1
2016-04-06 12:13:17 INFO  MapPanel:221 - Critter reached the Exit: -1 from Hit Points!
2016-04-06 12:13:17 INFO  GameInfoPanel:158 - Sun :434, HP :8, WAVE: 2, Critter: Zomby x4, Health: 10.
2016-04-06 12:13:17 INFO  MapPanel:135 - Play smarter, you still have a chance!
2016-04-06 12:13:17 INFO  MapPanel:136 - Play smarter, you still have a chance!
2016-04-06 12:13:18 INFO  MapPanel:221 - Critter reached the Exit: -1 from Hit Points!
2016-04-06 12:13:18 INFO  GameInfoPanel:158 - Sun :434, HP :7, WAVE: 2, Critter: Zomby x4, Health: 10.
2016-04-06 12:13:18 INFO  MapPanel:135 - Play smarter, you still have a chance!
2016-04-06 12:13:18 INFO  MapPanel:136 - Play smarter, you still have a chance!
2016-04-06 12:13:19 INFO  MapPanel:221 - Critter reached the Exit: -1 from Hit Points!
2016-04-06 12:13:19 INFO  GameInfoPanel:158 - Sun :434, HP :6, WAVE: 2, Critter: Zomby x4, Health: 10.
2016-04-06 12:13:19 INFO  MapPanel:135 - Play smarter, you still have a chance!
2016-04-06 12:13:19 INFO  MapPanel:136 - Play smarter, you still have a chance!
2016-04-06 12:13:19 INFO  MapPanel:170 - Wave end.
2016-04-06 12:13:19 INFO  GameInfoPanel:158 - Sun :434, HP :6, WAVE: 3, Critter: Zomby x6, Health: 10.
2016-04-06 12:13:19 INFO  MapPanel:176 - Next Wave : 3 Started.
2016-04-07 10:43:34 INFO  Game:66 - LOG_CURRENT_SESSION_TAG_20160407104334626
2016-04-07 10:43:37 INFO  Game:88 - Game Loaded!!
2016-04-07 10:43:41 INFO  JMenuBarComponent:125 - Breadcrumbs Menu Selected: FILE > PLAY.
2016-04-07 10:43:44 INFO  JMenuBarComponent:156 - Map File  Name:test.tdm  selected.
2016-04-07 10:43:48 INFO  JMenuBarComponent:560 - Game Player Name : Amritansh
2016-04-07 10:43:48 INFO  JPanelComponent:346 - MAP Boundary Points : 3:3,3:1,4:3,4:1,6:2,5:1,6:3,6:4,4:4,4:5,5:6,6:6,8:5,7:4
2016-04-07 10:43:49 INFO  GameInfoPanel:136 - Sun 500, HP :10, WAVE: 1, Critter: Zomby x2, Health: 10.
2016-04-07 10:43:49 INFO  JMenuBarComponent:224 - Map file Loaded successfully!
2016-04-07 10:44:37 INFO  JPanelComponent:506 - Button Click Event Btn Name : 92:9:1
2016-04-07 10:44:37 INFO  JPanelComponent:516 - x : 9 , y : 1
2016-04-07 10:44:38 INFO  TowerDescriptionPanel:162 - Sell Button Clicked.
2016-04-07 10:44:39 INFO  TowerShopPanel:90 - Shop Panel: Tower id = 0
2016-04-07 10:44:40 INFO  TowerDescriptionPanel:136 - BUY Button Clicked.
2016-04-07 10:44:40 INFO  GameInfoPanel:158 - Sun :480, HP :10, WAVE: 1, Critter: Zomby x2, Health: 10.
2016-04-07 10:44:40 INFO  MapPanel:155 - Player bought Tower = 0, Tower_Shooter_towerID_0
2016-04-07 10:44:42 INFO  TowerDescriptionPanel:153 - You have bought a tower.
 Place it ONLY on the YELLOW Part on the map please.
2016-04-07 10:44:43 INFO  JPanelComponent:506 - Button Click Event Btn Name : 42:4:1
2016-04-07 10:44:43 INFO  JPanelComponent:516 - x : 4 , y : 1
2016-04-07 10:44:43 INFO  JPanelComponent:528 - Tower Placcement Button 42:4:1 is clicked
2016-04-07 10:44:45 INFO  TowerShopPanel:90 - Shop Panel: Tower id = 3
2016-04-07 10:44:47 INFO  TowerDescriptionPanel:136 - BUY Button Clicked.
2016-04-07 10:44:47 INFO  GameInfoPanel:158 - Sun :400, HP :10, WAVE: 1, Critter: Zomby x2, Health: 10.
2016-04-07 10:44:47 INFO  MapPanel:155 - Player bought Tower = 3, Tower_Splasher_towerID_1
2016-04-07 10:44:48 INFO  TowerDescriptionPanel:153 - You have bought a tower.
 Place it ONLY on the YELLOW Part on the map please.
2016-04-07 10:44:49 INFO  JPanelComponent:506 - Button Click Event Btn Name : 75:7:4
2016-04-07 10:44:49 INFO  JPanelComponent:516 - x : 7 , y : 4
2016-04-07 10:44:49 INFO  JPanelComponent:528 - Tower Placcement Button 75:7:4 is clicked
2016-04-07 10:44:51 INFO  GameInfoPanel:95 - Wave is started 1.
2016-04-07 10:44:52 INFO  Tower:408 - Tower_Shooter_towerID_0 shoots critter id:0 damage:1
2016-04-07 10:44:53 INFO  Tower:408 - Tower_Shooter_towerID_0 shoots critter id:0 damage:1
2016-04-07 10:44:54 INFO  Tower:408 - Tower_Shooter_towerID_0 shoots critter id:0 damage:1
2016-04-07 10:44:55 INFO  Tower:408 - Tower_Shooter_towerID_0 shoots critter id:0 damage:1
2016-04-07 10:45:01 INFO  JPanelComponent:506 - Button Click Event Btn Name : 75:7:4
2016-04-07 10:45:01 INFO  JPanelComponent:516 - x : 7 , y : 4
2016-04-07 10:45:01 INFO  JPanelComponent:554 - HERE x=Splasher
2016-04-07 10:45:02 INFO  Tower:408 - Tower_Splasher_towerID_1 shoots critter id:0 damage:1
2016-04-07 10:45:03 INFO  TowerDescriptionPanel:230 - upgrade button was clicked!
2016-04-07 10:45:03 INFO  TowerDescriptionPanel:239 - Tower is upgraded successfully.
2016-04-07 10:45:03 INFO  GameInfoPanel:158 - Sun :360, HP :10, WAVE: 1, Critter: Zomby x2, Health: 10.
2016-04-07 10:45:03 INFO  Tower:408 - Tower_Splasher_towerID_1 shoots critter id:0 damage:1
2016-04-07 10:45:04 INFO  Tower:408 - Tower_Splasher_towerID_1 shoots critter id:0 damage:1
2016-04-07 10:45:05 INFO  Tower:408 - Tower_Splasher_towerID_1 shoots critter id:1 damage:1
2016-04-07 10:45:05 INFO  MapPanel:221 - Critter reached the Exit: -1 from Hit Points!
2016-04-07 10:45:05 INFO  GameInfoPanel:158 - Sun :360, HP :9, WAVE: 1, Critter: Zomby x2, Health: 10.
2016-04-07 10:45:05 INFO  MapPanel:135 - Play smarter, you still have a chance!
2016-04-07 10:45:05 INFO  MapPanel:136 - Play smarter, you still have a chance!
2016-04-07 10:45:06 INFO  MapPanel:221 - Critter reached the Exit: -1 from Hit Points!
2016-04-07 10:45:06 INFO  GameInfoPanel:158 - Sun :360, HP :8, WAVE: 1, Critter: Zomby x2, Health: 10.
2016-04-07 10:45:06 INFO  MapPanel:135 - Play smarter, you still have a chance!
2016-04-07 10:45:06 INFO  MapPanel:136 - Play smarter, you still have a chance!
2016-04-07 10:45:06 INFO  MapPanel:170 - Wave end.
2016-04-07 10:45:06 INFO  GameInfoPanel:158 - Sun :360, HP :8, WAVE: 2, Critter: Zomby x4, Health: 10.
2016-04-07 10:45:06 INFO  MapPanel:176 - Next Wave : 2 Started.
2016-04-07 10:45:06 INFO  TowerDescriptionPanel:264 - strategy button was clicked!
2016-04-07 10:45:06 INFO  TowerDescriptionPanel:269 - strategy changed to NearTower
2016-04-07 10:45:07 INFO  TowerDescriptionPanel:264 - strategy button was clicked!
2016-04-07 10:45:07 INFO  TowerDescriptionPanel:273 - strategy changed to Strongest
2016-04-07 10:45:10 INFO  GameInfoPanel:95 - Wave is started 2.
2016-04-07 10:45:11 INFO  Tower:408 - Tower_Shooter_towerID_0 shoots critter id:0 damage:1
2016-04-07 10:45:12 INFO  Tower:408 - Tower_Shooter_towerID_0 shoots critter id:0 damage:1
2016-04-07 10:45:13 INFO  Tower:408 - Tower_Shooter_towerID_0 shoots critter id:0 damage:1
2016-04-07 10:45:15 INFO  Tower:408 - Tower_Shooter_towerID_0 shoots critter id:0 damage:1
2016-04-07 10:45:16 INFO  Tower:408 - Tower_Shooter_towerID_0 shoots critter id:2 damage:1
2016-04-07 10:45:16 INFO  TowerDescriptionPanel:264 - strategy button was clicked!
2016-04-07 10:45:16 INFO  TowerDescriptionPanel:277 - strategy changed to Weakest
2016-04-07 10:45:17 INFO  Tower:408 - Tower_Shooter_towerID_0 shoots critter id:3 damage:1
2016-04-07 10:45:18 INFO  TowerDescriptionPanel:264 - strategy button was clicked!
2016-04-07 10:45:18 INFO  TowerDescriptionPanel:281 - strategy changed to NearToEND
2016-04-07 10:45:21 INFO  Tower:408 - Tower_Splasher_towerID_1 shoots critter id:0 damage:1
2016-04-07 10:45:22 INFO  Tower:408 - Tower_Splasher_towerID_1 shoots critter id:0 damage:1
2016-04-07 10:45:23 INFO  Tower:408 - Tower_Splasher_towerID_1 shoots critter id:0 damage:1
2016-04-07 10:45:24 INFO  Tower:408 - Tower_Splasher_towerID_1 shoots critter id:0 damage:1
2016-04-07 10:45:24 INFO  MapPanel:221 - Critter reached the Exit: -1 from Hit Points!
2016-04-07 10:45:24 INFO  GameInfoPanel:158 - Sun :360, HP :7, WAVE: 2, Critter: Zomby x4, Health: 10.
2016-04-07 10:45:24 INFO  MapPanel:135 - Play smarter, you still have a chance!
2016-04-07 10:45:24 INFO  MapPanel:136 - Play smarter, you still have a chance!
2016-04-07 10:45:25 INFO  Tower:408 - Tower_Splasher_towerID_1 shoots critter id:1 damage:1
2016-04-07 10:45:25 INFO  MapPanel:221 - Critter reached the Exit: -1 from Hit Points!
2016-04-07 10:45:25 INFO  GameInfoPanel:158 - Sun :360, HP :6, WAVE: 2, Critter: Zomby x4, Health: 10.
2016-04-07 10:45:25 INFO  MapPanel:135 - Play smarter, you still have a chance!
2016-04-07 10:45:25 INFO  MapPanel:136 - Play smarter, you still have a chance!
2016-04-07 10:45:26 INFO  MapPanel:221 - Critter reached the Exit: -1 from Hit Points!
2016-04-07 10:45:26 INFO  GameInfoPanel:158 - Sun :360, HP :5, WAVE: 2, Critter: Zomby x4, Health: 10.
2016-04-07 10:45:26 INFO  MapPanel:135 - Play smarter, you still have a chance!
2016-04-07 10:45:26 INFO  MapPanel:136 - Play smarter, you still have a chance!
2016-04-07 10:45:26 INFO  Tower:408 - Tower_Splasher_towerID_1 shoots critter id:3 damage:1
2016-04-07 10:45:26 INFO  TowerDescriptionPanel:264 - strategy button was clicked!
2016-04-07 10:45:26 INFO  TowerDescriptionPanel:269 - strategy changed to NearTower
2016-04-07 10:45:27 INFO  MapPanel:221 - Critter reached the Exit: -1 from Hit Points!
2016-04-07 10:45:27 INFO  GameInfoPanel:158 - Sun :360, HP :4, WAVE: 2, Critter: Zomby x4, Health: 10.
2016-04-07 10:45:27 INFO  MapPanel:135 - Play smarter, you still have a chance!
2016-04-07 10:45:27 INFO  MapPanel:136 - Play smarter, you still have a chance!
2016-04-07 10:45:27 INFO  MapPanel:170 - Wave end.
2016-04-07 10:45:27 INFO  GameInfoPanel:158 - Sun :360, HP :4, WAVE: 3, Critter: Zomby x6, Health: 10.
2016-04-07 10:45:27 INFO  MapPanel:176 - Next Wave : 3 Started.
2016-04-07 11:57:28 INFO  MapPanel:155 - Player bought Tower = 1, Tower_Freezer_towerID_0
2016-04-07 11:57:33 INFO  Tower:408 - Tower_Shooter_towerID_1 shoots critter id:1 damage:1
2016-04-07 11:57:34 INFO  Tower:408 - Tower_Shooter_towerID_1 shoots critter id:3 damage:1
2016-04-07 11:57:34 INFO  Tower:408 - Tower_Shooter_towerID_1 shoots critter id:1 damage:1
2016-04-07 11:57:35 INFO  Tower:408 - Tower_Shooter_towerID_1 shoots critter id:2 damage:1
2016-04-07 11:57:35 INFO  Tower:408 - Tower_Shooter_towerID_1 shoots critter id:1 damage:1
2016-04-07 11:57:36 INFO  Tower:408 - Tower_Shooter_towerID_1 shoots critter id:1 damage:1
2016-04-07 11:57:37 INFO  Tower:408 - Tower_Shooter_towerID_1 shoots critter id:2 damage:1
2016-04-07 11:57:37 INFO  Tower:408 - Tower_Shooter_towerID_1 shoots critter id:1 damage:1
2016-04-07 11:57:38 INFO  Tower:408 - Tower_Shooter_towerID_1 shoots critter id:1 damage:1
2016-04-07 12:00:35 INFO  MapPanel:155 - Player bought Tower = 1, Tower_Freezer_towerID_0
2016-04-07 12:00:41 INFO  Tower:408 - Tower_Shooter_towerID_1 shoots critter id:1 damage:1
2016-04-07 12:00:42 INFO  Tower:408 - Tower_Shooter_towerID_1 shoots critter id:1 damage:1
2016-04-07 12:00:43 INFO  Tower:408 - Tower_Shooter_towerID_1 shoots critter id:2 damage:1
2016-04-07 12:00:43 INFO  Tower:408 - Tower_Shooter_towerID_1 shoots critter id:1 damage:1
2016-04-07 12:00:44 INFO  Tower:408 - Tower_Shooter_towerID_1 shoots critter id:3 damage:1
2016-04-07 12:00:44 INFO  Tower:408 - Tower_Shooter_towerID_1 shoots critter id:1 damage:1
2016-04-07 12:00:45 INFO  Tower:408 - Tower_Shooter_towerID_1 shoots critter id:1 damage:1
2016-04-07 12:00:46 INFO  Tower:408 - Tower_Shooter_towerID_1 shoots critter id:1 damage:1
2016-04-07 12:00:47 INFO  Tower:408 - Tower_Shooter_towerID_1 shoots critter id:2 damage:1
2016-04-07 12:00:47 INFO  MapPanel:155 - Player bought Tower = 0, Tower_Shooter_towerID_0
2016-04-07 12:04:18 INFO  MapPanel:155 - Player bought Tower = 1, Tower_Freezer_towerID_0
2016-04-07 12:04:22 INFO  Tower:408 - Tower_Shooter_towerID_1 shoots critter id:1 damage:1
2016-04-07 12:04:23 INFO  Tower:408 - Tower_Shooter_towerID_1 shoots critter id:3 damage:1
2016-04-07 12:04:23 INFO  Tower:408 - Tower_Shooter_towerID_1 shoots critter id:1 damage:1
2016-04-07 12:04:24 INFO  Tower:408 - Tower_Shooter_towerID_1 shoots critter id:1 damage:1
2016-04-07 12:04:25 INFO  Tower:408 - Tower_Shooter_towerID_1 shoots critter id:2 damage:1
2016-04-07 12:04:25 INFO  Tower:408 - Tower_Shooter_towerID_1 shoots critter id:1 damage:1
2016-04-07 12:04:26 INFO  Tower:408 - Tower_Shooter_towerID_1 shoots critter id:2 damage:1
2016-04-07 12:04:26 INFO  Tower:408 - Tower_Shooter_towerID_1 shoots critter id:1 damage:1
2016-04-07 12:04:27 INFO  Tower:408 - Tower_Shooter_towerID_1 shoots critter id:1 damage:1
2016-04-07 12:04:27 INFO  MapPanel:155 - Player bought Tower = 0, Tower_Shooter_towerID_0
2016-04-07 12:04:27 INFO  MapPanel:155 - Player bought Tower = 0, Tower_Shooter_towerID_0
2016-04-07 12:06:53 INFO  MapPanel:155 - Player bought Tower = 1, Tower_Freezer_towerID_0
2016-04-07 12:06:56 INFO  Tower:408 - Tower_Shooter_towerID_1 shoots critter id:1 damage:1
2016-04-07 12:06:57 INFO  Tower:408 - Tower_Shooter_towerID_1 shoots critter id:2 damage:1
2016-04-07 12:06:57 INFO  Tower:408 - Tower_Shooter_towerID_1 shoots critter id:1 damage:1
2016-04-07 12:06:58 INFO  Tower:408 - Tower_Shooter_towerID_1 shoots critter id:1 damage:1
2016-04-07 12:06:58 INFO  Tower:408 - Tower_Shooter_towerID_1 shoots critter id:1 damage:1
2016-04-07 12:06:59 INFO  Tower:408 - Tower_Shooter_towerID_1 shoots critter id:1 damage:1
2016-04-07 12:07:01 INFO  Tower:408 - Tower_Shooter_towerID_1 shoots critter id:2 damage:1
2016-04-07 12:07:01 INFO  Tower:408 - Tower_Shooter_towerID_1 shoots critter id:1 damage:1
2016-04-07 12:25:31 INFO  MapPanel:155 - Player bought Tower = 1, Tower_Freezer_towerID_0
2016-04-07 12:25:34 INFO  Tower:408 - Tower_Shooter_towerID_1 shoots critter id:1 damage:1
2016-04-07 12:25:35 INFO  Tower:408 - Tower_Shooter_towerID_1 shoots critter id:1 damage:1
2016-04-07 12:25:35 INFO  Tower:408 - Tower_Shooter_towerID_1 shoots critter id:1 damage:1
2016-04-07 12:25:37 INFO  Tower:408 - Tower_Shooter_towerID_1 shoots critter id:2 damage:1
2016-04-07 12:25:37 INFO  Tower:408 - Tower_Shooter_towerID_1 shoots critter id:1 damage:1
2016-04-07 12:25:38 INFO  Tower:408 - Tower_Shooter_towerID_1 shoots critter id:1 damage:1
2016-04-07 12:25:39 INFO  Tower:408 - Tower_Shooter_towerID_1 shoots critter id:2 damage:1
2016-04-07 12:25:39 INFO  Tower:408 - Tower_Shooter_towerID_1 shoots critter id:1 damage:1
2016-04-07 12:25:40 INFO  Tower:408 - Tower_Shooter_towerID_1 shoots critter id:3 damage:1
2016-04-07 12:25:40 INFO  MapPanel:155 - Player bought Tower = 0, Tower_Shooter_towerID_0
2016-04-07 12:25:40 INFO  MapPanel:155 - Player bought Tower = 0, Tower_Shooter_towerID_0
2016-04-07 15:22:28 INFO  MapPanel:155 - Player bought Tower = 1, Tower_Freezer_towerID_0
2016-04-07 15:22:33 INFO  Tower:408 - Tower_Shooter_towerID_1 shoots critter id:1 damage:1
2016-04-07 15:22:34 INFO  Tower:408 - Tower_Shooter_towerID_1 shoots critter id:1 damage:1
2016-04-07 15:22:35 INFO  Tower:408 - Tower_Shooter_towerID_1 shoots critter id:2 damage:1
2016-04-07 15:22:35 INFO  Tower:408 - Tower_Shooter_towerID_1 shoots critter id:1 damage:1
2016-04-07 15:22:36 INFO  Tower:408 - Tower_Shooter_towerID_1 shoots critter id:3 damage:1
2016-04-07 15:22:36 INFO  Tower:408 - Tower_Shooter_towerID_1 shoots critter id:1 damage:1
2016-04-07 15:22:37 INFO  Tower:408 - Tower_Shooter_towerID_1 shoots critter id:1 damage:1
2016-04-07 15:22:37 INFO  Tower:408 - Tower_Shooter_towerID_1 shoots critter id:1 damage:1
2016-04-07 15:22:38 INFO  Tower:408 - Tower_Shooter_towerID_1 shoots critter id:2 damage:1
2016-04-07 15:22:39 INFO  MapPanel:155 - Player bought Tower = 0, Tower_Shooter_towerID_0
2016-04-07 15:22:39 INFO  MapPanel:155 - Player bought Tower = 0, Tower_Shooter_towerID_0
2016-04-07 15:22:39 INFO  MapPanel:155 - Player bought Tower = 0, Tower_Shooter_towerID_0
2016-04-07 16:12:19 INFO  MapPanel:158 - Player bought Tower = 1, Tower_Freezer_towerID_0
2016-04-07 16:12:25 INFO  Tower:410 - Tower_Shooter_towerID_1 shoots critter id:1 damage:1
2016-04-07 16:12:26 INFO  Tower:410 - Tower_Shooter_towerID_1 shoots critter id:1 damage:1
2016-04-07 16:12:27 INFO  Tower:410 - Tower_Shooter_towerID_1 shoots critter id:2 damage:1
2016-04-07 16:12:27 INFO  Tower:410 - Tower_Shooter_towerID_1 shoots critter id:1 damage:1
2016-04-07 16:12:28 INFO  Tower:410 - Tower_Shooter_towerID_1 shoots critter id:3 damage:1
2016-04-07 16:12:28 INFO  Tower:410 - Tower_Shooter_towerID_1 shoots critter id:1 damage:1
2016-04-07 16:12:29 INFO  Tower:410 - Tower_Shooter_towerID_1 shoots critter id:2 damage:1
2016-04-07 16:12:29 INFO  Tower:410 - Tower_Shooter_towerID_1 shoots critter id:1 damage:1
2016-04-07 16:12:30 INFO  Tower:410 - Tower_Shooter_towerID_1 shoots critter id:1 damage:1
2016-04-07 16:12:30 INFO  MapPanel:158 - Player bought Tower = 0, Tower_Shooter_towerID_0
